id,Churn
2240,0.082248434
1109,0.25135097
4065,0.8260347
5941,0.36590365
3087,0.93569535
4776,0.88594264
627,0.6077921
3676,0.079050936
4989,0.48586
2631,0.9890297
4474,0.059027337
3216,0.93417287
4016,0.8745595
5597,0.58713615
5300,0.97262526
1089,0.90745467
3895,0.041892488
2936,0.82970667
4419,0.47975793
4296,0.408763
2671,0.44504175
5029,0.65666926
673,0.290389
5774,0.5420379
2931,0.8763831
2242,0.05692979
3445,0.76695627
1157,0.06526924
5100,0.96212554
5091,0.7073036
6658,0.6602442
4167,0.1415076
5499,0.9425015
1696,0.9638472
532,0.9554893
999,0.7793805
3190,0.01251769
1820,0.686859
267,0.809526
2334,0.91678584
2282,0.7819169
1838,0.7259734
6964,0.37291944
6161,0.8441027
7,0.5283632
487,0.0031251025
1265,0.3927018
6954,0.6089577
3988,0.077695906
5881,0.18658078
3362,0.81332296
3588,0.382638
2827,0.79970884
2155,0.888849
3044,0.90355974
180,0.83173716
4002,0.0029579662
156,0.6801629
1591,0.4497647
2380,0.42299148
3803,0.14252667
3654,0.7260357
3377,0.0029638023
2715,0.46481884
4755,0.75169295
4521,0.2592632
5663,0.85318327
4810,0.8046711
2448,0.9150867
5556,0.8012045
6536,0.89009523
4732,0.0014361673
3074,0.08598803
266,0.02874518
1468,0.10295315
4766,0.032131128
1184,0.796923
3703,0.07433886
940,0.03390122
4516,0.002815056
6875,0.0066195363
6519,0.31056285
3350,0.80735123
5466,0.1143784
2222,0.71356857
2753,0.9789115
716,0.026368432
2077,0.94925314
5159,0.8698001
6852,0.1431638
2090,0.35960215
9,0.016623527
2789,0.6635261
2694,0.09878872
5938,0.3042139
4579,0.76973665
2001,0.54741746
3832,0.12717232
1038,0.31834087
2899,0.013423625
5213,0.85003924
2798,0.955479
3031,0.6603493
3753,0.7198214
939,0.36253443
165,0.0035822694
1406,0.002236617
4642,0.024922559
6016,0.7201363
4401,0.4985442
4737,0.011898708
6656,0.017481428
6220,0.0069913473
6428,0.71358955
6037,0.5031908
3181,0.0019148444
2086,0.78624535
260,0.9735822
1167,0.115401015
2672,0.00926021
2041,0.023549298
5662,0.9638102
5729,0.05430572
5087,0.41719067
3574,0.80201596
3520,0.38812903
5758,0.016302317
5114,0.838098
4851,0.85737985
4982,0.35797694
6134,0.71416205
2918,0.6762279
6872,0.02765116
5039,0.9581312
6393,0.7968829
4150,0.9709042
3474,0.1682979
6974,0.62907207
880,0.64162225
3904,0.046541624
5135,0.73669165
3400,0.7958976
5748,0.91913867
1477,0.12828435
6628,0.8353543
6339,0.5753905
2927,0.9767194
511,0.83217865
3327,0.6514355
701,0.87924844
3905,0.86304516
4689,0.46923637
1737,0.73875403
6191,0.8201076
4071,0.91135657
2929,0.05215157
6730,0.040876813
3848,0.72479427
854,0.0021979264
3067,0.925983
4881,0.34179652
5086,0.0055004037
2326,0.4735553
3770,0.051551208
6606,0.85945207
2906,0.5077436
6725,0.15353256
4278,0.39425278
3456,0.003391156
1467,0.49197567
3791,0.7912815
2618,0.07838592
5849,0.013238504
2796,0.389192
4702,0.74288094
6888,0.9107698
6208,0.0048563504
458,0.2429497
5706,0.97285527
610,0.6720193
2024,0.6775483
868,0.3209042
3857,0.2506542
1458,0.5046132
1982,0.22581004
604,0.5244188
6779,0.15623388
851,0.010379259
3731,0.8606345
3483,0.5443092
4426,0.16484919
5137,0.6336635
324,0.035285223
3006,0.9081665
5647,0.5127885
4456,0.0036323399
953,0.70586073
2799,0.042955227
5113,0.0354367
1741,0.30900186
192,0.0126718385
350,0.035400357
3312,0.4767262
1844,0.049016327
195,0.7535716
2187,0.055217154
3489,0.19694576
4912,0.68148303
5077,0.053926516
2999,0.03563473
3525,0.8015531
2911,0.94016254
4140,0.46697572
170,0.14153345
3719,0.00066990533
3968,0.0011445207
6171,0.48632172
4898,0.831278
4325,0.26927182
3726,0.8070018
4195,0.5620177
5234,0.65850085
4793,0.45305634
2464,0.98170185
6847,0.6304886
4047,0.21703932
4943,0.004425627
479,0.69664645
4725,0.4935355
4944,0.34668276
6577,0.1410654
6429,0.1774693
1900,0.025683245
5314,0.07788248
383,0.97159797
2204,0.0712023
1439,0.92892385
869,0.038723413
101,0.7835424
5041,0.012644478
2566,0.052061167
481,0.3947254
2456,0.07375739
1644,0.297061
1350,0.00854766
688,0.13833706
2515,0.042914364
718,0.2854558
6564,0.37785766
1171,0.48494694
4643,0.6617406
1257,0.38452277
2462,0.64684856
4343,0.90847105
2429,0.18403625
3158,0.44714373
5085,0.59707594
1213,0.0016664037
110,0.5882419
4586,0.02437634
6108,0.27808905
4031,0.030044613
5656,0.70169
3790,0.007890487
6906,0.0060899607
1281,0.010093616
2344,0.13574028
284,0.7852102
2178,0.14005281
6791,0.86762035
2971,0.017142884
3715,0.9130349
5355,0.7041098
1452,0.48149943
3358,0.08285291
4335,0.9223082
1890,0.70588917
3477,0.76452196
2762,0.20325622
2778,0.31219342
1460,0.93133324
2156,0.9246702
6331,0.067721635
4201,0.0010735859
4108,0.013868506
5396,0.00840029
6116,0.2078643
1563,0.8310933
3955,0.66340744
524,0.88264716
5740,0.0012623649
6263,0.3468518
4679,0.0019530179
2987,0.022639658
5614,0.07899724
6916,0.012718822
3106,0.013135937
6010,0.015567825
4390,0.19810072
3966,0.006477796
6362,0.9005154
3641,0.024870386
4796,0.60825914
4678,0.9406439
4556,0.89674306
3743,0.71634346
6043,0.9440889
2962,0.6873312
5801,0.8883855
2467,0.49583355
5003,0.8864238
2228,0.4167995
3470,0.4287152
519,0.37742767
1883,0.19648387
384,0.7585813
6734,0.46336663
3095,0.86505896
4640,0.95926297
3799,0.23923145
2797,0.9796357
5105,0.6121387
342,0.16624819
6323,0.85540915
3243,0.9132509
4185,0.39623684
3514,0.039024476
2855,0.021965647
5645,0.092825316
6328,0.06283492
5118,0.43530875
3161,0.06111449
4922,0.14332068
6939,0.14637035
4455,0.9533309
6266,0.80995065
4744,0.029956818
3206,0.3225309
2810,0.25673383
3035,0.65912735
2983,0.032042705
38,0.7669316
6195,0.8545427
3636,0.19078225
5780,0.13806692
5533,0.89238054
6717,0.56662893
2957,0.91662157
3560,0.69509935
2499,0.117169596
3172,0.93275934
783,0.83524543
213,0.027421612
5637,0.17335494
3712,0.12861295
5046,0.87605834
5022,0.17967196
3992,0.0027442689
5151,0.42022106
1867,0.7371899
154,0.4291226
3287,0.7600177
3822,0.9713417
4362,0.017267399
6292,0.66902304
3398,0.27100056
4641,0.89009523
6041,0.4117822
4603,0.7481452
2981,0.0019469071
4584,0.15110828
1528,0.7926679
1394,0.10673686
3233,0.9546611
4515,0.92403877
4035,0.3800498
4721,0.5045144
2296,0.93782926
2696,0.0020922907
658,0.06024229
3665,0.044045728
1019,0.07236958
4037,0.01606571
5012,0.41186535
250,0.33896697
3752,0.22491616
1781,0.48528504
5509,0.7059835
6144,0.65076256
6204,0.7270081
4698,0.2547882
2261,0.5439983
3142,0.8079229
650,0.8516008
4244,0.008508929
3297,0.052657895
6800,0.28343207
1284,0.029128013
1999,0.83886653
2259,0.028399497
4078,0.22731741
1450,0.46484688
3727,0.9800622
1353,0.010623644
1352,0.013559917
376,0.79801095
2397,0.9715858
2473,0.5850686
6376,0.08432376
3974,0.30205166
1446,0.6900221
1887,0.5203511
1191,0.04298027
4716,0.04700148
1475,0.43536764
1252,0.78577346
6726,0.88389266
5877,0.8328003
6733,0.08949907
2216,0.1814718
4194,0.0021386752
2670,0.021498114
5787,0.5284846
2233,0.021963382
447,0.008469564
7016,0.50342435
4865,0.7820461
2451,0.23777778
5571,0.14981714
6423,0.00037728422
6384,0.04894102
3692,0.5809282
6869,0.16756319
5725,0.018531382
3656,0.040473454
6744,0.21099558
5851,0.17623088
893,0.8264343
3167,0.0026884212
6182,0.00957246
3447,0.18346737
3063,0.9253931
4438,0.006950184
6763,0.121868476
5484,0.15614982
183,0.21501388
2652,0.8652662
1730,0.9317477
4554,0.5426878
945,0.81775695
6783,0.025742734
4170,0.018251138
5547,0.9406917
823,0.63371295
4122,0.022335362
1073,0.97843176
2386,0.19656782
6761,0.86290175
1882,0.16505362
1048,0.011213182
6430,0.5066738
7033,0.71301275
3522,0.027946264
6838,0.93961316
6804,0.86516964
3777,0.017994005
6678,0.011382503
1388,0.5620947
5581,0.05864481
1765,0.62892216
4412,0.011105143
4525,0.51810974
3299,0.85676897
5311,0.29828227
4392,0.57846344
6150,0.78091866
1315,0.020225223
4665,0.0054378696
5562,0.51910704
64,0.94362855
1155,0.11843743
454,0.015007042
5177,0.8993445
2518,0.9344502
6614,0.00054064894
3429,0.13262169
5228,0.66563934
3943,0.8946237
6527,0.57456756
5806,0.41603896
2521,0.87136835
1571,0.696354
1613,0.2852137
5369,0.10366052
553,0.02181742
3469,0.89070123
1573,0.32957965
6965,0.14880507
4585,0.9814047
2635,0.007393993
3760,0.88234025
4457,0.62416065
6198,0.046975218
4318,0.2003245
5682,0.96057034
2161,0.9384717
3085,0.96312535
5281,0.022157846
4132,0.7733443
4268,0.3230428
4451,0.86361015
5071,0.95195633
1118,0.55676615
3234,0.008349238
6713,0.614418
5718,0.89169896
1735,0.008865027
4857,0.33616233
6492,0.020602815
6557,0.90131515
2611,0.8484831
1664,0.8671294
216,0.009716264
3185,0.95261556
302,0.94848037
5860,0.8236668
2776,0.77377236
2885,0.48966077
4815,0.27783233
1693,0.015153505
123,0.52554464
6244,0.82372874
6554,0.9611017
5871,0.1818454
1806,0.025168445
4121,0.9136015
528,0.022093087
5423,0.7474141
5179,0.6613088
3769,0.29672414
618,0.06647932
4489,0.08707162
5364,0.683049
2782,0.01725732
2900,0.9798538
3081,0.92729664
4823,0.74111986
5430,0.55985934
4096,0.6388979
2049,0.43281606
1389,0.6760116
2361,0.8533265
4351,0.40555406
4024,0.53508073
2302,0.0016731707
5410,0.2125412
1328,0.3646023
6427,0.009917228
5548,0.0042418754
4551,0.32182088
4651,0.6433447
5693,0.13320203
1421,0.93594277
2765,0.8137478
175,0.091353044
4221,0.07445403
4748,0.02320538
3380,0.9845953
4680,0.4233331
2683,0.73864955
3518,0.81114244
2572,0.0022076136
595,0.35969213
2681,0.041182254
3411,0.88362134
904,0.119809024
4588,0.5426076
6481,0.785384
3650,0.0009172462
4658,0.58283776
5224,0.5841736
6218,0.12439144
6801,0.1626014
4862,0.8818672
1710,0.92050135
1382,0.048512686
3408,0.69800794
6091,0.97468424
6665,0.51653594
2478,0.7806342
6069,0.113393195
22,0.8316944
5965,0.08671239
2692,0.8228198
2304,0.33808336
6777,0.8319033
2691,0.4620441
1772,0.9322932
1476,0.24603066
6143,0.005554435
1850,0.7568039
958,0.20225261
3534,0.31391543
1607,0.7823222
5527,0.23747832
2356,0.3144216
3480,0.0051487284
4847,0.88471097
2673,0.84024864
6054,0.3151722
3050,0.9359885
5054,0.041079562
1810,0.016133493
3386,0.04651126
3286,0.7955825
4703,0.59076285
3675,0.7929946
4669,0.0069390917
1445,0.93934005
4386,0.015518873
6919,0.53404343
6543,0.029021852
5536,0.73837554
4562,0.028921613
6123,0.20023783
5021,0.10354909
6262,0.33207747
6117,0.019622998
2043,0.8632786
1301,0.014415711
6445,0.8558878
2511,0.24378546
1588,0.69237345
1577,0.3944966
4612,0.0032980165
6817,0.0013864329
1070,0.84405
1216,0.023720397
1739,0.9767194
5854,0.7207429
3834,0.028475244
4355,0.81500727
2749,0.24436925
2990,0.62428904
2932,0.48043823
6772,0.29637536
3207,0.10751624
6530,0.01691316
1526,0.92841005
6501,0.63454264
4791,0.3013611
3709,0.92984265
5705,0.76239693
469,0.72354555
5590,0.0443195
2157,0.7521649
581,0.8890282
4566,0.43376172
5331,0.04834096
1829,0.8708049
6273,0.8828454
6948,0.54420257
1519,0.86483395
5168,0.91054124
6099,0.00046287067
6666,0.5137318
2919,0.13689125
1641,0.0019846493
311,0.6053077
3947,0.55537975
674,0.7584853
4718,0.017146042
582,0.963484
5704,0.91158473
3864,0.88277173
2367,0.97199756
6026,0.12073077
3511,0.032034058
2686,0.8874636
352,0.96778226
1449,0.41572478
5128,0.7404906
659,0.15774225
428,0.64195114
5122,0.07644284
277,0.44773933
3702,0.77942157
4308,0.7752451
6112,0.6759167
5869,0.3103766
4129,0.7919619
3720,0.57990277
982,0.20488968
867,0.29981098
4485,0.055919766
4465,0.28575042
6794,0.021921115
520,0.7811371
6119,0.26378167
6283,0.9748941
2595,0.01476761
1121,0.2605597
3543,0.030864742
6240,0.9742294
2867,0.01228055
3371,0.28831318
2144,0.8213819
1595,0.92836124
5220,0.042534687
87,0.011776699
2824,0.04054903
74,0.5338414
3448,0.21443039
6109,0.79796153
4888,0.518554
2615,0.002771403
4934,0.007478139
5133,0.9474219
290,0.8261529
315,0.47262713
4637,0.013915426
1551,0.0201027
2894,0.13594449
2168,0.91941035
1133,0.19207619
4676,0.2896374
2781,0.8256723
6399,0.5062842
3222,0.8474439
2231,0.81740254
3197,0.44794104
2341,0.33516362
962,0.21805234
1119,0.01492911
325,0.74032676
5975,0.9267637
1124,0.38512233
6454,0.5577241
4080,0.045158017
4863,0.030881569
2123,0.87493086
2736,0.35402682
4447,0.442771
972,0.02791446
1083,0.9536459
702,0.909172
2107,0.7019501
3951,0.005367719
1926,0.8795498
2288,0.9518558
4176,0.3633866
4578,0.28969005
1661,0.43548274
5839,0.9089019
5425,0.5493958
3516,0.88872015
6839,0.9628201
4859,0.21840836
1221,0.3117362
4464,0.6023731
6746,0.19475256
950,0.8141701
4374,0.004287835
4260,0.44974628
4120,0.17733498
2509,0.002971948
4644,0.44593015
2020,0.064945646
3783,0.9297451
2517,0.97054344
6662,0.04001511
5840,0.015922336
3880,0.16177201
907,0.22105406
1088,0.811552
6412,0.09101915
1779,0.9003391
6122,0.026908403
6369,0.07987629
2713,0.5939527
5610,0.9399073
3250,0.03747736
153,0.008820842
6447,0.03178336
4291,0.22134703
3903,0.27264604
1343,0.32743165
3865,0.7001668
4768,0.0021623848
5625,0.09327019
5393,0.9668943
5104,0.015030702
2986,0.020756427
4309,0.8685205
933,0.96598125
1027,0.27028006
2826,0.45286468
2805,0.030117765
525,0.3539468
2954,0.80012107
1886,0.015345516
5418,0.8154951
4208,0.12426791
686,0.024742462
6343,0.01461729
1096,0.51145935
6446,0.055481575
5519,0.6701113
6115,0.01667245
4882,0.014277591
6626,0.959115
2710,0.015135653
5666,0.06013128
6279,0.6465337
5273,0.0024105005
3171,0.028327234
886,0.95057905
5979,0.18440777
5194,0.89238536
4475,0.379612
4829,0.68672585
5176,0.19724289
2750,0.017440328
4432,0.071119525
2091,0.010428091
